impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,location_for_map,Memo
K17-103288,A539858,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A539858,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Pidder Padder,Cat,6 MONTHS,Neutered Male,Domestic Shorthair,Black,09/26/2017 12:00:00 AM,Received on,37300 ENCHANTED PKWY S,FEDERAL WAY,WA,98003,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A539858,Image Copyright HLP Inc. 2017,"37300 ENCHANTED PKWY S
FEDERAL WAY, WA 98003
","Received on: 2017-09-26<p></p> Found Near: 37300 ENCHANTED PKWY S, FEDERAL WAY WA 98003<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: 6 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-103797,A542125,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Calico,10/11/2017 12:00:00 AM,Received on,300 S 103RD ST,SEATTLE,WA,98168,KING COUNTY,,,,Image Copyright HLP Inc. 2017,"300 S 103RD ST
SEATTLE, WA 98168
","Received on: 2017-10-11<p></p> Found Near: 300 S 103RD ST, SEATTLE WA 98168<p></p> Description: Calico Female Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K17-104513,A545161,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A545161,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Princess,Cat,6 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby / White,11/04/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545161,Image Copyright HLP Inc. 2017,,"Received on: 2017-11-04<p></p> Description: Brn Tabby / White<p></p>  Spayed Female Domestic Shorthair Cat<p></p> Age: 6 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Princess and I am available for adoption.<p></p><p></p>I was brought in by my previous owner on 11/4/17  because my owners did not have enough time for me. I lived in a home with other cats, and children.  My previous owner described me as a cuddly cat.<p></p><p></p>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p> I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p></p><p></p><p></p> Adoption Fee: $30.00<p></p>"
K17-104146,A543534,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A543534,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Henry,Cat,4 YEARS,Neutered Male,Domestic Shorthair,Gray / White,10/23/2017 12:00:00 AM,Received on,24800 110TH PL SE,KENT,WA,98030,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A543534,Image Copyright HLP Inc. 2017,"24800 110TH PL SE
KENT, WA 98030
","Received on: 2017-10-23<p></p> Found Near: 24800 110TH PL SE, KENT WA 98030<p></p> Description: Gray / White Neutered Male Domestic Shorthair Cat<p></p> Age: 4 YEARS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-103904,A537770,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A537770,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Ollie,Dog,10 YEARS 2 MONTHS,Neutered Male,Chihuahua - Smooth Coated,Black / White,10/14/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A537770,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-10-14<p></p> Description: Black / White<p></p>  Neutered Male Chihuahua - Smooth Coated Dog<p></p> Age: 10 YEARS 2 MONTHS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Ollie and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on 09/06/17.<p></p><p></p>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p></p><p></p>My caregivers have noticed that I seem to do well with other small dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home.<p></p><p></p>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p></p><p></p>1)     This animal has been diagnosed with dental disease.  They will require a dental cleaning under anesthesia and potentially need x-rays or tooth extractions.  Please follow up with your regular veterinarian to form the best treatment plan.<p></p><p></p>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p></p><p></p>- Special diet or prescription foods<p></p>- Prescription or over-the-counter medicines<p></p>- Special skin care or shampoos<p></p>- Regular veterinarian visits, which may include blood tests or other monitoring<p></p>- Possible surgery or other procedures as determined by your veterinarian<p></p><p></p><p></p><p></p> Adoption Fee: $150.00<p></p>"
K17-103856,A542500,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,,,Dead Cat,NO AGE,Unaltered,Domestic Shorthair,Brn Tabby / White,10/13/2017 12:00:00 AM,Received on,10000 NE 132ND ST,KIRKLAND,WA,98034,KIRKLAND,47.718523,-122.20755,,Image Copyright HLP Inc. 2017,"10000 NE 132ND ST
KIRKLAND, WA 98034
(47.718523, -122.20755)","Received on: 2017-10-13<p></p> Found Near: 10000 NE 132ND ST, KIRKLAND WA 98034<p></p> Description: Brn Tabby / White Unaltered Domestic Shorthair Cat<p></p> Age: NO AGE<p></p>"
K17-103999,A543060,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A543060,Neko,Mcgee,Cat,5 MONTHS,Neutered Male,Domestic Shorthair,Black / White,10/18/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A543060,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-10-18<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black / White Neutered Male Domestic Shorthair Cat<p></p> Age: 5 MONTHS<p></p> Current Location: Neko<p></p>"
K17-104465,A545034,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A545034,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Prince Ali,Dog,6 YEARS,Neutered Male,Pomeranian,Black,11/02/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545034,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-11-02<p></p> Description: Black<p></p>  Neutered Male Pomeranian Dog<p></p> Age: 6 YEARS<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Prince Ali and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on 11/2/17.<p></p><p></p>My personality color is BLUE. I am a gentle and loving dog who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might take some time to warm up. Once I get to know you, I will be a very devoted friend!<p></p><p></p>My caregivers have noticed that I seem to do well with other small dogs. When meeting dogs in a new home, I would do best with a slow introduction.<p></p><p></p>Because of my shy nature, I would do best in a calm, quiet home with no young children<p></p> Adoption Fee: $225.00<p></p>"
K17-103393,A540371,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A540371,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Harley,Cat,8 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,White / Brn Tabby,09/30/2017 12:00:00 AM,Received on,,,,,,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A540371,Image Copyright HLP Inc. 2017,,"Received on: 2017-09-30<p></p> Description: White / Brn Tabby<p></p>  Neutered Male Domestic Shorthair Cat<p></p> Age: 8 YEARS 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>Hi! My name is Harley and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on September 30, 2017.<p></p><p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p><p></p>I am an independent kitty who likes to do my own thing!<p></p><p></p>This cat has tested positive for Feline Immunodeficiency Virus (FIV). Cats with FIV can still live fulfilling lives, but extra care may be required. This cat should live indoors only.<p></p> <p></p>Please visit this page for more information: http://www.vet.cornell.edu/fhc/Health_Information/brochure_fiv.cfm<p></p> Adoption Fee: $30.00<p></p>"
K17-103393,A540371,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A540371,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Harley,Cat,8 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,White / Brn Tabby,09/30/2017 12:00:00 AM,Received on,10800 SE 238TH ST,KENT,WA,98031,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A540371,Image Copyright HLP Inc. 2017,"10800 SE 238TH ST
KENT, WA 98031
","Received on: 2017-09-30<p></p> Found Near: 10800 SE 238TH ST, KENT WA 98031<p></p> Description: White / Brn Tabby Neutered Male Domestic Shorthair Cat<p></p> Age: 8 YEARS 1 MONTH<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104267,A544115,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A544115,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,1 YEAR,Unaltered,Domestic Shorthair,Black / White,10/27/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544115,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-10-27<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black / White Unaltered Domestic Shorthair Cat<p></p> Age: 1 YEAR<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-103470,A540766,Regional Animal Services of King County,ADOPTABLE,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,Gizmo,Cat,6 YEARS 1 MONTH,Neutered Male,Domestic Mediumhair,Gray,10/02/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,COVINGTON,47.407788,-122.255197,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A540766,Image Copyright HLP Inc. 2017,"21615 64TH AVE S
KENT, WA 98032
(47.407788, -122.255197)",Received on: 2017-10-02<p></p> Description: Gray Neutered Male Domestic Mediumhair Cat<p></p> Age: 6 YEARS 1 MONTH<p></p> Current Location: In RASKC Foster Home <p></p><p></p>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p></p>
K17-104566,A545185,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545185,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Mr. Socks,Cat,16 WEEKS,Neutered Male,Domestic Shorthair,Brn Tabby,11/06/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545185,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-11-06<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p></p> Age: 16 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104599,A545550,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545550,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,9 WEEKS,Female,Domestic Shorthair,Black / Black,11/06/2017 12:00:00 AM,Received on,15500 SE GREEN VALLEY RD,AUBURN,WA,98092,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545550,Image Copyright HLP Inc. 2017,"15500 SE GREEN VALLEY RD
AUBURN, WA 98092
","Received on: 2017-11-06<p></p> Found Near: 15500 SE GREEN VALLEY RD, AUBURN WA 98092<p></p> Description: Black / Black Female Domestic Shorthair Cat<p></p> Age: 9 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104567,A545186,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545186,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Christy,Cat,4 YEARS 6 MONTHS,Spayed Female,Domestic Longhair,Black,11/06/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545186,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-11-06<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Black Spayed Female Domestic Longhair Cat<p></p> Age: 4 YEARS 6 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104066,A543259,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A543259,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,NO AGE,Unaltered,Domestic Shorthair,Black / White,10/21/2017 12:00:00 AM,Received on,1400 S 200TH ST,SEATAC,WA,98198,SEATAC,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A543259,Image Copyright HLP Inc. 2017,"1400 S 200TH ST
SEATAC, WA 98198
","Received on: 2017-10-21<p></p> Found Near: 1400 S 200TH ST, SEATAC WA 98198<p></p> Description: Black / White Unaltered Domestic Shorthair Cat<p></p> Age: NO AGE<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104578,A545197,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A545197,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Scarecrow,Cat,9 WEEKS,Neutered Male,Domestic Shorthair,Brn Tabby,11/06/2017 12:00:00 AM,Received on,21600 64TH AVE S,KENT,WA,98032,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545197,Image Copyright HLP Inc. 2017,"21600 64TH AVE S
KENT, WA 98032
","Received on: 2017-11-06<p></p> Found Near: 21600 64TH AVE S, KENT WA 98032<p></p> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p></p> Age: 9 WEEKS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-104500,A545149,Regional Animal Services of King County,FOUND,http://www.kingcounty.gov/safety/regionalAnimalServices/AboutUs.aspx,In RASKC Foster Home,,Cat,2 YEARS,Female,Domestic Shorthair,Black / White,11/04/2017 12:00:00 AM,Received on,9700 6TH PL SW,SEATTLE,WA,98106,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A545149,Image Copyright HLP Inc. 2017,"9700 6TH PL SW
SEATTLE, WA 98106
","Received on: 2017-11-04<p></p> Found Near: 9700 6TH PL SW, SEATTLE WA 98106<p></p> Description: Black / White Female Domestic Shorthair Cat<p></p> Age: 2 YEARS<p></p> Current Location: In RASKC Foster Home <p></p>"
K17-104282,A544205,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A544205,Neko,Dart,Cat,4 YEARS,Neutered Male,Domestic Shorthair,Black,10/27/2017 12:00:00 AM,Received on,1300 W MEEKER ST,KENT,WA,98032,KENT,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A544205,Image Copyright HLP Inc. 2017,"1300 W MEEKER ST
KENT, WA 98032
","Received on: 2017-10-27<p></p> Found Near: 1300 W MEEKER ST, KENT WA 98032<p></p> Description: Black Neutered Male Domestic Shorthair Cat<p></p> Age: 4 YEARS<p></p> Current Location: Neko<p></p>"
K17-103285,A539854,Regional Animal Services of King County,FOUND,http://www.petharbor.com/pet.asp?uaid=KING.A539854,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tootles,Cat,5 MONTHS,Male,Domestic Longhair,Black / White,09/26/2017 12:00:00 AM,Received on,37300 ENCHANTED PKWY S,FEDERAL WAY,WA,98003,KING COUNTY,,,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A539854,Image Copyright HLP Inc. 2017,"37300 ENCHANTED PKWY S
FEDERAL WAY, WA 98003
","Received on: 2017-09-26<p></p> Found Near: 37300 ENCHANTED PKWY S, FEDERAL WAY WA 98003<p></p> Description: Black / White Male Domestic Longhair Cat<p></p> Age: 5 MONTHS<p></p> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p></p>"
K17-102943,A538943,Regional Animal Services of King County,ADOPTABLE,http://www.petharbor.com/pet.asp?uaid=KING.A538943,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Anastasia,Cat,8 YEARS 1 MONTH,Spayed Female,Domestic Longhair,Black,09/17/2017 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,http://www.petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A538943,Image Copyright HLP Inc. 2017,"12040 NE 85TH ST
KIRKLAND, WA 98033
(47.680519, -122.179195)","Received on: 2017-09-17<p></p> Description: Black<p></p>  Spayed Female Domestic Longhair Cat<p></p> Age: 8 YEARS 1 MONTH<p></p> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p></p>Hi! My name is Anastasia and I am available for adoption.<p></p><p></p>I was brought in by a good samaritan on September 17, 2017.<p></p><p></p>I am an independent kitty who likes to do my own thing! I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p></p><p></p>My caregivers have noticed that I do not seem to get along with other cats, so I may do best as the only cat in my new home.<p></p><p></p>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p></p> Adoption Fee: $30.00<p></p>"
